Count of combinations
% num: 1048576
dict_keys(['k_10', 'k_12', 'k_2', 'k_9'])
(1, 10, 8, 11): 64
(2, 3, 8, 12): 96
(4, 11, 2, 15): 64
(4, 3, 8, 1): 96
(0, 5, 10, 7): 80
(4, 14, 8, 6): 64
(2, 13, 8, 7): 80
(0, 2, 10, 12): 96
(2, 6, 8, 8): 96
(10, 2, 8, 3): 64
(4, 11, 2, 10): 64
(0, 9, 10, 11): 80
(4, 12, 8, 9): 48
(0, 13, 8, 0): 48
(10, 9, 8, 8): 32
(5, 0, 8, 5): 80
(13, 3, 2, 12): 128
(10, 7, 8, 14): 64
(0, 11, 10, 14): 64
(10, 5, 8, 12): 96
(2, 8, 8, 3): 80
(5, 11, 8, 2): 64
(5, 13, 8, 0): 48
(0, 15, 10, 3): 64
(11, 1, 8, 7): 64
(5, 15, 8, 14): 64
(13, 6, 2, 9): 128
(1, 12, 10, 13): 80
(4, 14, 2, 14): 64
(11, 12, 8, 11): 64
(1, 14, 10, 10): 64
(5, 5, 8, 7): 80
(1, 1, 10, 8): 48
(11, 8, 8, 15): 64
(0, 10, 8, 4): 96
(11, 6, 8, 9): 64
(14, 15, 2, 13): 128
(1, 10, 10, 6): 64
(5, 12, 8, 15): 80
(0, 1, 8, 3): 80
(11, 4, 8, 2): 64
(14, 13, 2, 10): 64
(0, 14, 8, 1): 96
(4, 14, 2, 11): 64
(1, 4, 10, 2): 80
(0, 3, 8, 6): 32
(11, 3, 8, 13): 64
(14, 11, 2, 8): 128
(14, 0, 2, 6): 64
(1, 8, 10, 15): 80
(0, 6, 8, 11): 32
(1, 3, 10, 0): 96
(5, 3, 8, 6): 32
(3, 13, 8, 5): 80
(5, 4, 8, 13): 80
(1, 0, 10, 7): 80
(5, 6, 8, 11): 32
(3, 15, 8, 2): 64
(1, 15, 10, 12): 96
(5, 8, 8, 9): 48
(14, 9, 2, 0): 32
(3, 0, 8, 0): 48
(1, 13, 10, 11): 80
(14, 14, 2, 7): 64
(3, 11, 8, 14): 64
(1, 11, 10, 9): 96
(11, 7, 8, 3): 64
(11, 5, 8, 8): 32
(14, 10, 2, 11): 64
(6, 0, 8, 0): 48
(11, 2, 8, 14): 64
(14, 12, 2, 9): 96
(11, 9, 8, 12): 96
(4, 2, 10, 0): 96
(3, 9, 8, 7): 80
(1, 9, 10, 5): 80
(14, 6, 2, 5): 64
(4, 9, 10, 7): 80
(5, 4, 2, 3): 48
(4, 7, 10, 5): 96
(5, 4, 2, 6): 48
(4, 14, 8, 2): 64
(5, 6, 2, 13): 32
(3, 1, 8, 15): 80
(1, 5, 10, 1): 48
(5, 6, 2, 8): 32
(14, 3, 2, 1): 64
(5, 8, 2, 14): 48
(4, 11, 10, 15): 64
(6, 1, 8, 15): 80
(5, 8, 2, 11): 48
(15, 11, 2, 13): 128
(2, 1, 10, 13): 80
(5, 3, 2, 12): 32
(4, 5, 8, 0): 80
(6, 14, 8, 4): 96
(6, 12, 8, 3): 80
(5, 3, 2, 9): 32
(4, 0, 10, 9): 48
(2, 10, 10, 10): 64
(15, 0, 2, 10): 64
(15, 15, 2, 8): 128
(6, 10, 8, 1): 96
(2, 12, 10, 8): 48
(3, 6, 8, 6): 32
(6, 6, 8, 6): 32
(3, 8, 8, 13): 80
(4, 0, 8, 12): 16
(2, 14, 10, 6): 64
(15, 13, 2, 6): 64
(3, 3, 8, 11): 32
(6, 8, 8, 13): 80
(3, 4, 8, 9): 48
(6, 3, 8, 11): 32
(2, 8, 10, 2): 80
(4, 4, 10, 10): 80
(6, 2, 2, 15): 96
(15, 9, 2, 4): 96
(6, 2, 2, 10): 96
(7, 3, 8, 5): 96
(4, 4, 8, 15): 80
(2, 3, 10, 4): 96
(7, 4, 8, 2): 80
(4, 3, 10, 1): 96
(2, 6, 8, 0): 96
(15, 5, 2, 0): 32
(2, 4, 10, 15): 80
(2, 8, 8, 14): 80
(4, 6, 10, 4): 96
(2, 12, 8, 10): 80
(15, 10, 2, 7): 64
(6, 1, 2, 10): 48
(2, 13, 10, 7): 80
(6, 1, 2, 15): 48
(7, 1, 8, 7): 80
(15, 12, 2, 12): 96
(2, 0, 10, 11): 80
(2, 1, 8, 7): 80
(7, 14, 8, 8): 32
(4, 12, 10, 8): 80
(6, 12, 2, 6): 48
(2, 15, 10, 9): 96
(2, 14, 8, 8): 32
(15, 14, 2, 11): 64
(4, 6, 8, 13): 96
(6, 12, 2, 3): 48
(4, 1, 8, 11): 80
(4, 14, 10, 14): 64
(15, 1, 2, 9): 96
(7, 9, 8, 15): 80
(2, 9, 8, 15): 80
(4, 1, 10, 12): 48
(4, 3, 8, 9): 96
(6, 8, 2, 6): 48
(6, 8, 2, 3): 48
(5, 13, 10, 0): 80
(2, 2, 8, 4): 96
(15, 3, 2, 5): 64
(2, 5, 10, 5): 80
(6, 3, 2, 8): 32
(2, 5, 8, 3): 80
(5, 15, 10, 7): 64
(6, 3, 2, 13): 32
(6, 4, 2, 14): 48
(7, 7, 8, 1): 96
(6, 4, 2, 11): 48
(6, 6, 2, 12): 32
(5, 0, 10, 5): 48
(2, 0, 8, 6): 80
(2, 9, 10, 1): 48
(6, 6, 2, 9): 32
(15, 6, 2, 1): 64
(2, 11, 8, 13): 32
(5, 11, 10, 11): 64
(7, 11, 8, 13): 32
(7, 13, 8, 11): 80
(3, 9, 10, 10): 80
(0, 5, 8, 10): 80
(5, 7, 10, 9): 96
(0, 12, 8, 5): 48
(3, 2, 10, 8): 96
(5, 12, 8, 5): 48
(3, 5, 10, 6): 80
(5, 10, 8, 2): 64
(0, 9, 8, 6): 80
(5, 1, 8, 0): 80
(3, 0, 10, 2): 80
(5, 14, 8, 14): 64
(5, 2, 10, 13): 96
(0, 3, 8, 10): 32
(5, 3, 8, 10): 32
(3, 15, 10, 4): 96
(0, 4, 8, 12): 16
(7, 10, 2, 8): 32
(5, 4, 8, 12): 16
(3, 13, 10, 15): 80
(0, 6, 8, 7): 32
(7, 10, 2, 13): 32
(5, 6, 8, 7): 32
(5, 14, 10, 1): 96
(0, 8, 8, 8): 48
(3, 11, 10, 0): 32
(0, 8, 8, 7): 80
(5, 8, 8, 8): 48
(0, 0, 8, 15): 80
(0, 6, 8, 12): 96
(3, 4, 10, 7): 80
(5, 10, 10, 4): 96
(0, 11, 8, 4): 96
(3, 6, 10, 12): 96
(0, 4, 8, 11): 80
(5, 6, 10, 3): 32
(0, 13, 8, 3): 80
(0, 3, 8, 9): 96
(3, 8, 10, 11): 80
(5, 8, 10, 8): 80
(0, 15, 8, 1): 96
(7, 15, 2, 13): 32
(6, 13, 8, 2): 80
(7, 15, 2, 8): 32
(3, 3, 10, 9): 96
(7, 13, 2, 11): 48
(5, 3, 10, 14): 32
(7, 13, 2, 14): 48
(5, 4, 10, 12): 48
(3, 12, 10, 14): 80
(6, 1, 8, 14): 80
(3, 14, 10, 5): 32
(3, 1, 10, 3): 80
(6, 13, 10, 5): 48
(1, 11, 8, 10): 64
(0, 4, 2, 15): 48
(1, 3, 8, 0): 96
(1, 13, 8, 8): 48
(6, 9, 8, 8): 80
(4, 6, 8, 5): 96
(1, 4, 8, 14): 80
(0, 4, 2, 10): 48
(1, 15, 8, 6): 64
(6, 0, 8, 15): 80
(4, 8, 8, 2): 80
(4, 15, 10, 10): 64
(0, 6, 2, 9): 32
(1, 1, 8, 10): 80
(6, 2, 10, 9): 96
(0, 8, 2, 2): 48
(4, 13, 10, 8): 80
(1, 9, 8, 2): 80
(0, 6, 2, 12): 32
(0, 3, 2, 13): 32
(4, 11, 10, 6): 64
(0, 8, 2, 7): 48
(1, 12, 8, 7): 80
(0, 0, 2, 10): 48
(1, 5, 8, 15): 80
(0, 3, 2, 8): 32
(1, 10, 8, 8): 32
(6, 7, 10, 13): 96
(4, 9, 10, 4): 16
(4, 12, 8, 7): 80
(0, 0, 2, 15): 48
(4, 10, 8, 8): 32
(0, 13, 2, 6): 48
(1, 7, 8, 4): 96
(4, 5, 8, 15): 80
(1, 10, 8, 12): 96
(1, 9, 8, 3): 80
(6, 5, 8, 9): 48
(6, 10, 10, 1): 96
(0, 13, 2, 3): 48
(1, 1, 8, 11): 80
(4, 12, 10, 7): 80
(1, 13, 8, 6): 80
(6, 1, 10, 6): 80
(7, 10, 8, 2): 64
(1, 15, 8, 13): 32
(4, 14, 10, 12): 96
(6, 14, 10, 4): 96
(4, 2, 8, 1): 96
(7, 8, 8, 0): 80
(6, 3, 10, 3): 32
(4, 1, 10, 11): 80
(1, 3, 8, 14): 32
(6, 4, 10, 8): 80
(1, 6, 8, 3): 32
(4, 15, 8, 13): 32
(4, 4, 10, 14): 80
(6, 6, 10, 14): 32
(1, 8, 8, 1): 48
(7, 12, 8, 12): 16
(4, 0, 8, 11): 80
(2, 7, 8, 0): 96
(7, 6, 10, 0): 96
(4, 8, 10, 3): 80
(2, 15, 8, 10): 64
(2, 5, 8, 14): 80
(7, 2, 8, 5): 96
(2, 0, 8, 8): 48
(7, 8, 10, 7): 80
(2, 11, 8, 10): 64
(2, 11, 8, 6): 64
(7, 9, 8, 2): 80
(5, 5, 10, 10): 80
(1, 1, 2, 15): 48
(7, 3, 10, 5): 96
(2, 5, 8, 2): 80
(1, 1, 2, 10): 48
(5, 9, 10, 6): 80
(7, 5, 8, 14): 80
(5, 13, 10, 2): 80
(7, 11, 8, 10): 64
(7, 0, 8, 12): 48
(7, 14, 10, 9): 96
(1, 14, 2, 13): 32
(1, 14, 2, 8): 32
(2, 3, 8, 4): 96
(5, 0, 10, 15): 80
(7, 3, 8, 13): 96
(5, 15, 10, 0): 32
(7, 12, 10, 2): 80
(2, 14, 8, 12): 96
(7, 10, 10, 13): 32
(7, 4, 8, 15): 80
(5, 8, 10, 7): 80
(7, 6, 8, 9): 96
(2, 12, 8, 11): 80
(7, 5, 10, 10): 80
(5, 3, 10, 12): 96
(2, 14, 8, 11): 64
(5, 4, 10, 11): 80
(8, 7, 8, 2): 128
(7, 7, 10, 1): 96
(2, 1, 8, 9): 48
(5, 6, 10, 9): 96
(1, 13, 2, 3): 48
(8, 12, 8, 0): 96
(2, 6, 8, 14): 32
(7, 6, 8, 1): 96
(3, 1, 8, 5): 48
(1, 13, 2, 6): 48
(8, 2, 8, 14): 128
(1, 11, 2, 8): 32
(5, 1, 10, 14): 80
(7, 10, 8, 6): 64
(1, 11, 2, 13): 32
(3, 14, 8, 2): 64
(2, 8, 8, 5): 80
(7, 2, 10, 4): 96
(5, 10, 10, 5): 32
(3, 12, 8, 0): 80
(2, 3, 8, 3): 32
(7, 15, 10, 8): 32
(2, 4, 8, 1): 48
(5, 12, 10, 3): 80
(7, 1, 8, 9): 48
(3, 10, 8, 14): 64
(3, 3, 8, 13): 96
(7, 0, 10, 14): 80
(6, 1, 8, 5): 48
(6, 6, 10, 13): 96
(7, 11, 10, 12): 96
(3, 6, 8, 10): 32
(3, 4, 8, 10): 80
(3, 8, 8, 12): 16
(3, 6, 8, 8): 96
(0, 1, 10, 0): 48
(6, 4, 10, 10): 80
(8, 6, 8, 15): 128
(3, 8, 8, 6): 80
(3, 3, 8, 7): 32
(2, 15, 2, 15): 64
(6, 3, 10, 8): 96
(3, 12, 8, 2): 80
(3, 4, 8, 8): 48
(2, 15, 2, 10): 64
(8, 3, 8, 3): 128
(6, 6, 8, 10): 32
(6, 8, 10, 6): 80
(6, 8, 8, 12): 16
(8, 1, 8, 1): 96
(6, 14, 10, 2): 64
(0, 6, 10, 15): 32
(6, 3, 8, 7): 32
(8, 4, 8, 13): 96
(6, 4, 8, 8): 48
(3, 14, 8, 0): 32
(6, 10, 10, 15): 64
(0, 8, 10, 9): 16
(0, 3, 10, 2): 32
(6, 13, 8, 15): 80
(9, 1, 8, 5): 96
(6, 15, 8, 4): 96
(6, 9, 10, 7): 80
(0, 4, 10, 13): 48
(9, 3, 8, 2): 128
(0, 13, 10, 10): 80
(6, 0, 8, 3): 80
(3, 5, 8, 11): 80
(6, 5, 10, 11): 80
(6, 11, 8, 1): 96
(9, 13, 8, 0): 96
(6, 5, 8, 6): 80
(0, 15, 10, 1): 96
(9, 6, 8, 14): 128
(3, 0, 8, 14): 80
(3, 11, 8, 5): 32
(9, 9, 8, 10): 32
(0, 0, 10, 6): 80
(6, 15, 10, 14): 64
(3, 13, 8, 3): 80
(0, 11, 10, 4): 96
(9, 4, 8, 7): 32
(6, 11, 10, 3): 64
(4, 10, 8, 10): 64
(9, 2, 8, 15): 128
(12, 10, 8, 10): 64
(0, 7, 10, 8): 96
(7, 13, 10, 13): 48
(9, 12, 8, 4): 96
(9, 10, 8, 10): 64
(12, 12, 8, 12): 96
(4, 3, 8, 2): 32
(3, 8, 2, 15): 48
(9, 12, 8, 12): 96
(3, 8, 2, 10): 48
(7, 11, 10, 10): 64
(9, 7, 8, 3): 128
(12, 14, 8, 7): 64
(4, 4, 8, 4): 16
(3, 3, 2, 9): 32
(7, 0, 10, 8): 80
(3, 3, 2, 12): 32
(9, 0, 8, 1): 96
(9, 14, 8, 7): 64
(4, 6, 8, 15): 32
(12, 1, 8, 8): 96
(9, 5, 8, 6): 32
(9, 1, 8, 8): 96
(7, 15, 10, 6): 64
(3, 6, 2, 8): 32
(3, 6, 2, 13): 32
(1, 6, 10, 5): 96
(4, 0, 8, 7): 80
(9, 8, 8, 11): 32
(7, 5, 10, 4): 16
(1, 8, 10, 11): 80
(4, 13, 8, 11): 80
(1, 12, 10, 15): 80
(7, 9, 10, 0): 48
(1, 10, 10, 9): 96
(4, 15, 8, 9): 96
(10, 4, 8, 2): 64
(12, 11, 8, 6): 64
(7, 1, 10, 7): 80
(12, 0, 8, 13): 96
(9, 11, 8, 6): 64
(7, 10, 10, 12): 96
(12, 15, 8, 11): 64
(1, 14, 10, 13): 32
(9, 0, 8, 13): 96
(12, 13, 8, 9): 96
(4, 5, 8, 3): 80
(9, 15, 8, 11): 64
(7, 12, 10, 11): 80
(9, 13, 8, 9): 96
(3, 7, 2, 14): 96
(1, 2, 10, 1): 96
(7, 8, 10, 14): 80
(5, 6, 8, 13): 96
(3, 7, 2, 11): 96
(1, 5, 10, 6): 80
(7, 4, 10, 3): 80
(1, 7, 10, 4): 96
(10, 1, 8, 8): 32
(5, 8, 8, 10): 80
(13, 13, 8, 10): 32
(5, 3, 8, 8): 96
(8, 9, 10, 13): 96
(1, 0, 10, 3): 80
(10, 14, 8, 15): 64
(13, 15, 8, 12): 64
(8, 13, 8, 10): 32
(5, 4, 8, 6): 80
(1, 11, 10, 8): 32
(13, 0, 8, 7): 32
(8, 15, 8, 12): 64
(12, 14, 2, 15): 64
(8, 5, 10, 8): 96
(5, 1, 8, 2): 80
(13, 11, 8, 8): 64
(8, 0, 8, 7): 32
(10, 10, 8, 3): 64
(8, 11, 8, 8): 64
(10, 5, 8, 1): 96
(12, 14, 2, 10): 64
(8, 15, 10, 2): 64
(2, 7, 10, 0): 96
(10, 0, 8, 6): 64
(12, 10, 2, 2): 64
(10, 7, 8, 13): 64
(5, 10, 8, 0): 32
(12, 10, 2, 7): 64
(2, 2, 10, 5): 96
(13, 1, 8, 6): 32
(8, 11, 10, 15): 64
(10, 2, 8, 9): 64
(13, 14, 8, 13): 64
(2, 9, 10, 11): 80
(8, 1, 8, 6): 32
(11, 9, 8, 2): 64
(13, 12, 8, 11): 32
(2, 15, 10, 15): 64
(8, 14, 8, 13): 64
(5, 9, 8, 11): 80
(2, 13, 10, 9): 48
(13, 10, 8, 9): 64
(8, 12, 8, 11): 32
(5, 13, 8, 14): 80
(14, 0, 8, 2): 64
(8, 10, 8, 9): 64
(5, 15, 8, 5): 32
(2, 0, 10, 13): 80
(12, 15, 2, 3): 64
(5, 0, 8, 3): 80
(8, 8, 10, 9): 96
(14, 13, 8, 14): 64
(11, 1, 8, 12): 96
(12, 15, 2, 6): 64
(8, 14, 10, 14): 64
(14, 2, 8, 10): 64
(11, 0, 8, 2): 64
(12, 11, 2, 14): 64
(11, 13, 8, 8): 32
(12, 11, 2, 11): 64
(2, 6, 10, 1): 96
(6, 9, 8, 10): 80
(8, 10, 10, 3): 64
(11, 10, 8, 15): 64
(11, 13, 8, 14): 64
(14, 7, 8, 7): 64
(9, 8, 10, 13): 96
(2, 4, 10, 6): 80
(11, 5, 8, 4): 96
(11, 14, 8, 3): 64
(11, 8, 8, 1): 96
(11, 12, 8, 6): 64
(11, 2, 8, 13): 64
(9, 4, 10, 8): 96
(13, 13, 2, 10): 96
(11, 7, 8, 9): 64
(13, 13, 2, 15): 96
(2, 10, 10, 14): 64
(12, 13, 8, 5): 96
(3, 12, 10, 0): 48
(12, 6, 8, 2): 128
(9, 1, 10, 2): 32
(6, 4, 8, 7): 80
(13, 0, 2, 7): 96
(14, 4, 8, 6): 64
(12, 1, 8, 0): 96
(6, 3, 8, 12): 96
(13, 0, 2, 2): 96
(9, 10, 10, 4): 64
(3, 10, 10, 7): 64
(6, 8, 8, 11): 80
(3, 1, 10, 5): 80
(12, 3, 8, 14): 128
(9, 12, 10, 15): 32
(14, 8, 8, 11): 64
(6, 6, 8, 9): 96
(9, 14, 10, 0): 64
(12, 4, 8, 10): 32
(3, 14, 10, 11): 64
(15, 13, 8, 2): 64
(9, 5, 10, 12): 96
(3, 3, 10, 15): 32
(12, 9, 8, 7): 32
(3, 4, 10, 9): 16
(13, 1, 2, 3): 96
(7, 1, 8, 13): 48
(9, 9, 10, 9): 96
(15, 0, 8, 14): 64
(3, 6, 10, 2): 32
(10, 13, 8, 2): 64
(12, 7, 8, 15): 128
(7, 14, 8, 10): 64
(3, 8, 10, 13): 48
(9, 13, 10, 14): 32
(13, 1, 2, 6): 96
(15, 7, 8, 10): 64
(13, 12, 2, 14): 96
(12, 0, 8, 4): 96
(9, 11, 10, 5): 64
(10, 0, 8, 14): 64
(12, 2, 8, 3): 128
(3, 11, 10, 1): 96
(9, 0, 10, 3): 32
(15, 2, 8, 7): 64
(13, 12, 2, 11): 96
(12, 12, 8, 1): 96
(9, 15, 10, 1): 64
(7, 6, 8, 2): 32
(10, 14, 10, 13): 128
(12, 8, 8, 6): 32
(7, 8, 8, 4): 16
(10, 12, 10, 10): 64
(12, 5, 8, 11): 32
(7, 3, 8, 15): 32
(10, 10, 10, 8): 128
(14, 9, 2, 15): 64
(7, 4, 8, 0): 48
(15, 8, 8, 6): 64
(10, 1, 10, 6): 64
(14, 9, 2, 10): 64
(7, 13, 8, 7): 80
(3, 7, 10, 12): 96
(13, 2, 8, 2): 128
(15, 4, 8, 11): 64
(14, 5, 2, 2): 64
(13, 0, 8, 0): 96
(10, 4, 10, 4): 96
(7, 0, 8, 11): 80
(14, 5, 2, 7): 64
(13, 7, 8, 14): 128
(7, 11, 8, 9): 96
(12, 14, 10, 15): 64
(10, 8, 10, 0): 32
(13, 5, 8, 12): 96
(12, 1, 10, 9): 96
(10, 15, 10, 7): 64
(8, 0, 8, 10): 32
(14, 6, 2, 3): 64
(12, 10, 10, 2): 64
(10, 0, 10, 12): 96
(7, 9, 8, 3): 80
(14, 4, 2, 8): 32
(8, 11, 8, 12): 64
(12, 12, 10, 13): 96
(10, 11, 10, 11): 64
(14, 6, 2, 6): 64
(14, 3, 2, 14): 64
(8, 13, 8, 7): 32
(14, 8, 2, 12): 96
(10, 13, 10, 9): 96
(8, 15, 8, 8): 64
(14, 4, 2, 13): 32
(13, 3, 8, 15): 128
(10, 9, 10, 14): 64
(14, 3, 2, 11): 64
(10, 7, 10, 5): 64
(14, 8, 2, 9): 96
(8, 8, 8, 8): 96
(13, 0, 8, 10): 32
(13, 6, 8, 3): 128
(10, 5, 10, 3): 64
(13, 13, 8, 1): 96
(10, 2, 10, 1): 64
(13, 11, 8, 12): 64
(11, 10, 10, 13): 128
(15, 5, 2, 15): 64
(13, 13, 8, 7): 32
(12, 15, 10, 3): 64
(11, 1, 10, 10): 64
(8, 12, 8, 6): 32
(13, 15, 8, 8): 64
(12, 13, 10, 8): 96
(11, 14, 10, 8): 128
(8, 10, 8, 13): 64
(15, 5, 2, 10): 64
(15, 9, 2, 2): 64
(8, 1, 8, 11): 32
(12, 11, 10, 14): 64
(11, 12, 10, 6): 64
(12, 0, 10, 12): 96
(8, 14, 8, 9): 64
(15, 9, 2, 7): 64
(11, 8, 10, 4): 96
(13, 12, 8, 6): 32
(14, 5, 8, 14): 64
(8, 5, 8, 9): 96
(13, 10, 8, 13): 64
(11, 4, 10, 0): 32
(14, 0, 8, 10): 64
(13, 1, 8, 11): 32
(11, 11, 10, 7): 64
(14, 7, 8, 12): 64
(13, 14, 8, 9): 64
(11, 13, 10, 12): 96
(9, 14, 8, 10): 64
(13, 0, 10, 15): 32
(15, 3, 2, 3): 64
(11, 15, 10, 11): 64
(9, 1, 8, 12): 96
(14, 2, 8, 8): 64
(15, 8, 2, 8): 32
(9, 10, 8, 7): 64
(9, 5, 8, 13): 96
(14, 15, 8, 15): 64
(13, 11, 10, 9): 64
(11, 0, 10, 9): 96
(15, 3, 2, 6): 64
(15, 6, 2, 14): 64
(9, 12, 8, 8): 96
(11, 5, 10, 14): 64
(13, 13, 10, 2): 32
(15, 8, 2, 13): 32
(15, 4, 2, 12): 96
(14, 11, 8, 3): 64
(11, 2, 10, 5): 64
(15, 6, 2, 11): 64
(13, 15, 10, 13): 64
(9, 9, 8, 8): 96
(12, 14, 8, 10): 64
(11, 9, 10, 3): 64
(15, 4, 2, 9): 96
(14, 9, 8, 1): 96
(11, 7, 10, 1): 64
(12, 1, 8, 12): 96
(12, 4, 10, 13): 96
(9, 15, 8, 6): 64
(12, 10, 8, 7): 64
(9, 13, 8, 2): 32
(14, 13, 8, 13): 32
(9, 13, 8, 13): 96
(8, 0, 2, 15): 96
(12, 12, 8, 8): 96
(9, 11, 8, 11): 64
(9, 15, 8, 4): 64
(12, 8, 10, 8): 96
(9, 0, 8, 15): 32
(9, 0, 8, 9): 96
(13, 12, 10, 3): 32
(8, 13, 2, 2): 96
(12, 12, 10, 2): 32
(9, 11, 8, 0): 64
(8, 0, 2, 10): 96
(12, 14, 10, 4): 64
(10, 12, 8, 2): 64
(13, 10, 10, 8): 64
(15, 8, 8, 14): 64
(12, 1, 10, 15): 32
(13, 1, 10, 14): 32
(15, 12, 8, 10): 64
(10, 1, 8, 14): 64
(8, 13, 2, 7): 96
(9, 8, 8, 12): 96
(13, 14, 10, 12): 64
(12, 15, 8, 6): 64
(10, 4, 8, 10): 64
(12, 10, 10, 0): 64
(15, 2, 8, 12): 64
(12, 13, 8, 13): 96
(14, 13, 10, 7): 64
(12, 11, 8, 11): 64
(10, 8, 8, 7): 64
(8, 12, 2, 3): 96
(12, 0, 8, 9): 96
(9, 4, 8, 9): 96
(15, 7, 8, 8): 64
(14, 0, 10, 11): 64
(12, 9, 10, 12): 96
(14, 7, 10, 15): 64
(15, 11, 8, 15): 64
(9, 1, 8, 14): 32
(15, 12, 8, 2): 64
(8, 1, 2, 14): 96
(14, 5, 10, 9): 96
(9, 14, 8, 5): 64
(12, 5, 10, 9): 96
(8, 12, 2, 6): 96
(14, 2, 10, 2): 64
(15, 1, 8, 14): 64
(9, 12, 8, 3): 32
(12, 0, 10, 14): 32
(15, 15, 8, 3): 64
(9, 10, 8, 1): 64
(14, 9, 10, 13): 32
(8, 1, 2, 11): 96
(10, 11, 8, 13): 128
(12, 15, 10, 5): 64
(10, 2, 8, 6): 64
(15, 4, 8, 1): 96
(12, 13, 10, 3): 32
(10, 0, 8, 10): 64
(12, 11, 10, 1): 64
(10, 7, 8, 11): 64
(10, 15, 8, 8): 128
(15, 1, 8, 13): 32
(9, 10, 2, 15): 64
(10, 13, 8, 6): 64
(14, 8, 10, 3): 64
(13, 9, 10, 8): 96
(9, 10, 2, 10): 64
(9, 14, 2, 2): 64
(10, 9, 8, 4): 96
(11, 1, 8, 2): 64
(14, 6, 10, 8): 64
(14, 4, 10, 14): 64
(10, 5, 8, 0): 32
(0, 13, 10, 2): 80
(9, 14, 2, 7): 64
(13, 11, 10, 2): 64
(14, 3, 10, 12): 64
(10, 10, 8, 7): 64
(11, 12, 8, 14): 64
(0, 1, 10, 14): 80
(10, 12, 8, 12): 96
(11, 8, 8, 10): 64
(15, 0, 10, 7): 64
(10, 14, 8, 11): 64
(13, 15, 10, 15): 64
(11, 4, 8, 7): 64
(10, 1, 8, 9): 96
(14, 1, 8, 2): 64
(9, 11, 2, 6): 64
(9, 11, 2, 3): 64
(15, 13, 10, 11): 64
(0, 9, 10, 8): 80
(15, 2, 10, 15): 64
(13, 8, 10, 12): 96
(14, 12, 8, 14): 64
(10, 3, 8, 5): 64
(0, 0, 10, 15): 80
(9, 15, 2, 14): 64
(15, 9, 10, 9): 96
(9, 15, 2, 11): 64
(13, 4, 10, 9): 96
(10, 6, 8, 1): 64
(15, 7, 10, 2): 64
(0, 12, 10, 3): 80
(11, 7, 8, 6): 64
(11, 15, 8, 13): 128
(13, 10, 10, 14): 64
(15, 5, 10, 13): 32
(11, 2, 8, 11): 64
(11, 13, 8, 10): 64
(13, 14, 10, 3): 64
(11, 11, 8, 8): 128
(0, 8, 10, 13): 80
(4, 2, 10, 5): 96
(14, 15, 10, 13): 128
(4, 9, 10, 2): 80
(11, 0, 8, 6): 64
(10, 6, 2, 15): 64
(0, 5, 10, 9): 48
(14, 0, 10, 10): 64
(10, 6, 2, 10): 64
(10, 4, 2, 9): 96
(14, 11, 10, 8): 128
(10, 4, 2, 12): 96
(1, 11, 10, 2): 64
(4, 5, 10, 14): 80
(10, 3, 2, 2): 64
(15, 4, 10, 3): 64
(14, 13, 10, 6): 64
(15, 3, 10, 8): 64
(1, 4, 10, 0): 48
(10, 3, 2, 7): 64
(10, 8, 2, 13): 32
(4, 11, 10, 10): 64
(14, 9, 10, 2): 64
(15, 8, 10, 14): 64
(10, 8, 2, 8): 32
(11, 9, 8, 0): 32
(1, 15, 10, 14): 64
(14, 7, 10, 4): 64
(15, 6, 10, 12): 64
(4, 0, 10, 12): 48
(11, 14, 8, 7): 64
(14, 5, 10, 15): 64
(14, 2, 10, 0): 64
(11, 10, 8, 11): 64
(1, 3, 10, 12): 96
(1, 13, 10, 7): 80
(14, 14, 10, 7): 64
(10, 9, 2, 3): 64
(11, 12, 8, 9): 96
(4, 4, 10, 15): 80
(14, 12, 10, 12): 96
(1, 7, 10, 0): 96
(1, 6, 10, 8): 96
(10, 9, 2, 6): 64
(10, 5, 2, 14): 64
(1, 5, 10, 14): 80
(14, 10, 10, 11): 64
(1, 11, 10, 10): 64
(8, 13, 10, 15): 32
(11, 6, 8, 5): 64
(14, 1, 10, 9): 96
(4, 6, 10, 1): 96
(10, 5, 2, 11): 64
(8, 15, 10, 9): 64
(1, 8, 10, 3): 80
(11, 3, 8, 1): 64
(4, 10, 10, 6): 64
(14, 4, 10, 5): 32
(8, 0, 10, 2): 32
(12, 9, 8, 13): 96
(14, 8, 10, 1): 96
(8, 11, 10, 13): 64
(11, 3, 2, 15): 64
(12, 5, 8, 8): 96
(4, 1, 10, 9): 48
(15, 11, 10, 13): 128
(11, 8, 2, 9): 96
(5, 13, 10, 5): 80
(1, 3, 10, 4): 96
(15, 13, 10, 10): 64
(11, 3, 2, 10): 64
(2, 4, 10, 5): 80
(12, 0, 8, 2): 32
(11, 6, 2, 2): 64
(15, 15, 10, 8): 128
(5, 15, 10, 2): 64
(2, 15, 10, 2): 64
(11, 8, 2, 12): 96
(15, 0, 10, 6): 64
(11, 4, 2, 13): 32
(2, 9, 10, 0): 48
(12, 11, 8, 4): 64
(11, 6, 2, 7): 64
(2, 11, 10, 14): 64
(15, 5, 10, 2): 64
(5, 0, 10, 0): 48
(12, 13, 8, 15): 32
(8, 1, 10, 3): 32
(11, 4, 2, 8): 32
(5, 11, 10, 14): 64
(15, 2, 10, 4): 64
(12, 15, 8, 0): 64
